,name,area,city,specialization,consultationfee,rating,experience,hospitalname,stories
705,Dr. Khushbu Tantia,Salt Lake,Kolkata,Dermatologist,600,91,10,La Derma Skin & Hair Clinic,49
706,Dr. Soham Bhattacharyya,Salt Lake,Kolkata,Dermatologist,500,79,18,Kaya Clinic,28
707,Dr. Abanti Saha,Minto Park,Kolkata,Dermatologist,800,100,15,Purnam Clinic,
708,Dr. Asad Ansari,Minto Park,Kolkata,Dermatologist,1000,40,12,Purnam Clinic,5
709,Dr. Nanda Gopal Saha,Gariahat,Kolkata,Dermatologist,500,33,25,Kaya Clinic,3
710,Dr. Sanjay Agarwal,Minto Park,Kolkata,Dermatologist,1000,75,35,Purnam Clinic,2
711,Dr. Komal Agarwal,Minto Park,Kolkata,Dermatologist,1200,,7,Purnam Clinic,2
712,Dr. Deepika Halder,Minto Park,Kolkata,Dermatologist,700,,5,Purnam Clinic,2
713,Dr. SK Shahriar Ahmed,Minto Park,Kolkata,Dermatologist,700,,7,Purnam Clinic,2
714,Dr. Kunal Bose,Minto Park,Kolkata,Dermatologist,700,,7,Purnam Clinic,2
715,Dr. Sushil Kumar Singh,Minto Park,Kolkata,Dermatologist,700,,5,Purnam Clinic,2
716,Dr. Priya Kumari,Minto Park,Kolkata,Dermatologist,700,,5,Purnam Clinic,5
717,Dr. Arimeeta Bhadra,Rajarhat,Kolkata,Dentist,300,97,8,Teeth Care Multispeciality Dental Clinic,171
718,Dr. Anuj Bhattacharya,Elgin,Kolkata,Dentist,500,99,16,Lake Dental Care,130
719,Dr. Rohini Gupta,Salt Lake,Kolkata,Dentist,500,98,13,Teeth And Gums Dental Clinic,199
720,Dr. Isha Juneja Bhardwaj,Entally,Kolkata,Dentist,300,97,14,Horizon Lifeline Pvt Ltd,92
721,Dr. Shuvro Sengupta,Keshtopur,Kolkata,Dentist,400,100,9,Sensiv Dental Clinic,374
722,Dr. Sawon Barman,Haridevpur,Kolkata,Dentist,500,91,26,Smile Signature Dental Clinic,36
723,Dr. Sukirti Mandal Biswas,New Alipore,Kolkata,Dentist,200,91,11,Shine 32,276
724,Dr. Ankur Gupta,Park Street,Kolkata,Dentist,500,98,18,Dentistree,125
725,Dr. Saurabh Pramanik,Nagerbazar,Kolkata,Dentist,200,97,7,Dental Pearls,26
726,Dr. Nikita Parasrampuria,Lake Town,Kolkata,Dentist,300,92,10,Smile Studio Dental Clinic,32
727,Dr. Disha Agarwal,Park Street,Kolkata,Dentist,500,98,13,Dentistree,163
728,Dr. Sumit Khatore,Beliaghata,Kolkata,Dentist,300,100,11,Divine Dental Hub,12
729,Dr. Soumya Bandhopadhyay,New Alipore,Kolkata,Dentist,600,99,21,Smile & Care Super Speciality Dental Clinic,213
730,Dr. Deepan Chandra,Tollygunge,Kolkata,Dentist,800,96,17,Smilecare Dental Clinic,48
731,Dr. Shruti Agarwal,Ballygunge,Kolkata,Dentist,900,95,20,Mission Smile,60
732,Dr. Payal Kedia,Salt Lake,Kolkata,Dentist,400,97,6,Upasana Dental Clinic,83
733,Dr. Anirban Bhattacharyya,Kankurgachi,Kolkata,Dentist,1000,94,24,Apollo Dental,47
734,Dr. Akshay Khandelwal,Bhawanipore,Kolkata,Dentist,500,100,7,Gajanan Clinic,33
735,Dr. Sanket Chakraverty,Rajarhat,Kolkata,Dentist,300,99,14,Teeth Care Multispeciality Dental Clinic,354
736,Dr. Anupreet Kaur Choudhury,Keshtopur,Kolkata,Dentist,300,99,28,Dentall,702
737,Dr. Manoj Kumar Singh,Baranagar,Kolkata,Dentist,500,100,18,Smile Dental And  Implant Centre,4
738,Dr. Dilip Purohit,Sirity,Kolkata,Dentist,500,99,13,M Dental Implant Clinic,153
739,Dr. Soham Chatterjee,Park Street,Kolkata,Dentist,700,98,8,Picasso Dental Studio,50
740,Dr. Soumo Mitra,Kankurgachi,Kolkata,Dentist,1000,95,16,Apollo Dental,16
741,Dr. Chetna Bharti,New Town,Kolkata,Dentist,300,98,12,Dental Earth Multispecialty Clinic And Implant Centre,26
742,Dr. Aditi Bharti,New Town,Kolkata,Dentist,500,100,12,Budding Smile Dental Clinic,32
743,Dr. Shruti Suman,Sarat Bose Road,Kolkata,Dentist,300,100,13,Dental Wellness - Multispeciality Dental Clinic,30
744,Dr. Anuj Kumar Pathak,Salt Lake,Kolkata,Dentist,500,100,12,Teeth And Gums Dental Clinic,158
745,Dr. Saumya Prakash,New Alipore,Kolkata,Dentist,500,100,14,Keshri Smile Dental Clinic,24
746,Dr. Suvadip Kundu,Jodhpur Park,Kolkata,Dentist,500,98,13,Medi Dent,78
747,Dr. Somik Bose,Bhawanipore,Kolkata,Dentist,400,96,15,Orange Dental Clinic,44
748,Dr. Ram Chandra Yadav,Lake Town,Kolkata,Dentist,500,94,11,Smilesense Dental Clinic,28
749,Dr. Anjali Singh,New Town,Kolkata,Dentist,800,97,17,Sight N Smile,26
750,Dr. Ananya Mishra,Bhawanipore,Kolkata,Dentist,500,97,7,Gajanan Clinic,35
751,Dr. Saumyadeep Ghosh,Dumdum Road,Kolkata,Dentist,200,100,7,Novo Smile Dental Care,2
752,Dr. Prasenjit Saha,Dumdum,Kolkata,Dentist,400,98,17,Theism Dental Division,126
753,Dr. Soumya Ray,Lake Town,Kolkata,Dentist,500,97,16,Smilesense Dental Clinic,108
754,Dr. Saurabh Gupta,Kankurgachi,Kolkata,Dentist,500,99,12,Being Dentist Maxillofacial and Dental Implants Clinic,148
755,Dr. Ankit Khandelwal,Bhawanipore,Kolkata,Dentist,500,99,11,Gajanan Clinic,96
756,Dr. Simantini Bhattacharjee,Minto Park,Kolkata,Dentist,800,100,9,Purnam Clinic,1
757,Dr. Subhas Seth,Tollygunge,Kolkata,Dentist,500,100,22,Cosmodent Multi Speciality Dental Clinic and Orthodontic Centre,3
758,Dr. Pravisha Gupta,Kankurgachi,Kolkata,Dentist,300,100,13,Being Dentist Maxillofacial and Dental Implants Clinic,30
759,Dr. Radhika V Goel,Kasba,Kolkata,Dentist,1000,97,18,Dentotsav Dental Clinic,176
760,Dr. Biswaroop Chandra,Bansdroni,Kolkata,Dentist,500,97,15,Little Smiles Multispeciality Dental Clinic,47
761,Dr. Baranya Chatterjee,Bhawanipore,Kolkata,Dentist,400,100,8,Orange Dental Clinic,20
762,Dr. Sharat Megh,Tangra,Kolkata,Dentist,500,100,10,Aesthetic & Dental Zone,16
763,Dr. Ayon Gupta,Kankurgachi,Kolkata,Dentist,1000,50,13,Apollo Dental,3
764,Dr. Shiva Shankar Roy,Minto Park,Kolkata,Dentist,800,98,15,Purnam Clinic,122
765,Dr. Ritika Bhambhani Sen Roy,Minto Park,Kolkata,Dentist,800,,16,Purnam Clinic,122
766,Dr. Tathagata Sinha Roy,Baghajatin,Kolkata,Dentist,350,100,17,IRIS Hospital,2
767,Dr. Vrinda Agarwal,Park Street,Kolkata,Dentist,300,100,5,Orchidd Dental Wellness,15
768,Dr. Subhrajyoti Mukherjee,Kankurgachi,Kolkata,Dentist,1000,67,21,Apollo Dental,5
769,Dr. Abhirup Goswami,Kankurgachi,Kolkata,Dentist,1000,94,11,Apollo Dental,18
770,Dr. Pallabi Ghosh Saha,Dumdum,Kolkata,Dentist,400,99,15,Theism Dental Division,69
771,Dr. Sanjoy Sahoo,Gariahat,Kolkata,Dentist,300,100,13,B. Bharti Specialty Dental Clinic,133
772,Dr. Sayan Roy,Rash Behari Avenue,Kolkata,Dentist,400,100,5,N G Medicare & Calcutta Hope Infertility Clinic,8
773,Dr. Ashish Poddar,Chittaranjan Avenue,Kolkata,Dentist,500,98,16,Smile Dent,143
774,Dr. Radhika Sarawgi,Girish Park,Kolkata,Dentist,400,100,6,Amazing Smiles,6
775,Dr. Sayan Dasgupta,Kankurgachi,Kolkata,Dentist,1000,,9,Apollo Dental,6
776,Dr. Archit Kedia,Salt Lake,Kolkata,Dentist,500,100,11,Avant Dental,33
777,Dr. Vidushi Seth,Salt Lake,Kolkata,Dentist,500,92,11,Avant Dental,22
778,Dr. Anish Bharti,Salt Lake,Kolkata,Dentist,500,99,13,Implanting Smile,196
779,Dr. Dhiman Ghosh,Haltu,Kolkata,Dentist,400,100,4,Dr. Ghosh Dental Clinic,1
780,Dr. Aureus D Sanyal,Salt Lake,Kolkata,Dentist,500,100,12,Salt Lake Family Dental Clinic,1
781,Dr. Aditya Tiwary,Sarat Bose Road,Kolkata,Dentist,500,100,10,Tooth And Braces,16
782,Dr. Saikat Deb,Beliaghata,Kolkata,Dentist,1000,82,14,Enamel Pearls Speciality Dental Clinic,11
783,Dr. Pooja Mehta,Sarat Bose Road,Kolkata,Dentist,500,100,11,Tooth And Braces,6
784,Dr. Sayak Gupta,Jodhpur Park,Kolkata,Dentist,500,100,7,Precision Dental & Implant Centre ,1
785,Dr. Krishnakali Chatterjee,Tollygunge,Kolkata,Dentist,500,97,11,White Zone  Dental Clinic,59
786,Dr. Malini Roy Bhattacharya,Jodhpur Park,Kolkata,Dentist,800,100,13,Impladenzz Multispeciality Dental Clinic,56
787,Dr. Sanhita Goswami,Jadavpur,Kolkata,Dentist,500,100,12,Pulp-O-Care,2
788,Dr. Sweta  Gupta,New Town,Kolkata,Dentist,500,100,16,Lumina Dental and Esthetic Clinic,6
789,Dr. Sayan Roy,Elgin,Kolkata,Dentist,500,,6,Lake Dental Care,6
790,Dr. Sayak Majumder,Dumdum,Kolkata,Dentist,500,100,5,Sai Dental Clinic,48
791,Dr. Anuradha Bose,New Town,Kolkata,Dentist,600,86,27,Apollo Dental Clinic,7
792,Dr. Oishee Mukherjee,Dhakuria,Kolkata,Dentist,600,,2,AMRI Hospitals,7
793,Dr. Arka Prova Bhattacharjee,Tollygunge,Kolkata,Dentist,500,100,8,Smile Makers,1
794,Dr. Debapriyo Mukherjee,Minto Park,Kolkata,Dentist,800,,14,Purnam Clinic,1
795,Dr. Ritoban Saha Bhowmick,Dhakuria,Kolkata,Dentist,800,,9,AMRI Hospitals,1
796,Dr. Surabhi Roy,Mukundapur,Kolkata,Dentist,350,100,6,Laugh N Live Multispeciality Oral And Head Neck Clinic,13
797,Dr. Sujay Mallik,Tollygunge,Kolkata,Dentist,400,100,12,Cosmodent Multi Speciality Dental Clinic and Orthodontic Centre,2
798,Dr. Sanjay Muhury,Keshtopur,Kolkata,Dentist,300,99,9,Relief N Care Dental Clinic ,116
799,Dr. Subrata Das,Agarpara,Kolkata,Dentist,150,97,12,Smile Line Dental Clinic,6
800,Dr. Ruchi Lohia,Salt Lake,Kolkata,Dentist,300,99,24,Apurva Dental Care,527
801,Dr. Sultan Ali,Bowbazar,Kolkata,Dentist,500,99,10,Smylz Dental Care,21
802,Dr. Saubhik Ghosh,Salt Lake,Kolkata,Dentist,500,99,12,Medi Dent,131
803,Dr. Arka Das,Santoshpur,Kolkata,Dentist,500,100,10,Face O Dent,95
804,Dr. Anant Pal Singh,Netaji Nagar,Kolkata,Dentist,400,100,25,Singh's Dental Clinic,2
805,Dr. Saptarshi Mukherjee,Kasba,Kolkata,Dentist,700,93,11,The Dentist,32
806,Dr. Erfan Ali Mondal,Mominpur,Kolkata,Dentist,300,97,17,Smile Check Dental Clinic,92
807,Dr. Supra Paul,Minto Park,Kolkata,Homoeopath,450,100,22,Dr Batra's Positive Health Clinic Pvt Ltd,8
808,Dr. Saha Piyali,Minto Park,Kolkata,Homoeopath,450,100,21,Dr Batra's Positive Health Clinic Pvt Ltd,5
809,Dr. Snigdhodip Saha,Kasba,Kolkata,Homoeopath,450,83,13,Dr. Saha's Multispeciality Homeopathy & Cosmetology,15
810,Dr. Ratna Pal,Keshtopur,Kolkata,Homoeopath,300,92,32,Renuka Homeo Pharmacy,24
811,Dr. Samit Ghosh,Santoshpur,Kolkata,Homoeopath,500,86,37,Dr. Samit Ghosh Homeopathy,13
812,Dr. Shahid Shaikh,Salt Lake,Kolkata,Homoeopath,450,100,18,Dr Batra's Positive Health Clinic Pvt Ltd,2
813,Dr. Budhaditya Dutta,Bangur Avenue,Kolkata,Homoeopath,600,100,15,Aditya Homoeo Clinic,3
814,Dr. Abhishek Chaturvedi,Behala,Kolkata,Homoeopath,450,86,12,Dr Batra's Positive Health Clinic Pvt Ltd,6
815,Dr. Sourangshu Banerjee,Ultadanga,Kolkata,Homoeopath,500,75,22,Dr Batra's Positive Health Clinic Pvt Ltd,12
816,Dr. Sudip Ghosh,New Town,Kolkata,Homoeopath,250,,5,Dr. Sudip Ghosh's Clinic,12
817,Dr. Chinmay Mahanta,Kolkatta,Kolkata,Homoeopath,450,,19,Dr Batra's Positive Health Clinic Pvt Ltd,9
818,Dr. Subhra Chalki,Entally,Kolkata,Homoeopath,400,,23,Memory Clinic,9
819,Dr. Rosy Sethia,Camac Street,Kolkata,Homoeopath,500,,23,Dr Rosy Sethia's Clinic,9
820,Dr. Partha Protim Halder,Sarsoona,Kolkata,Homoeopath,500,,9,BENGAL HOMOEO CLINIC,9
821,Dr. Rameshwar Gutte,Kanjurmarg,Mumbai,Dermatologist,500,95,19,Dermodent Clinic,91
822,Dr. Kiran Katkar,Dadar West,Mumbai,Dermatologist,1200,93,38,Dr Kiran Katkar's Dermis Skin Wellness Clinic Lase,133
823,Dr. Gitika Sanodia,Powai,Mumbai,Dermatologist,1200,100,10,Dr L H Hiranandani Hospital,6
824,Dr. Resham Vasani Bhojani,Matunga,Mumbai,Dermatologist,1700,99,24,BHOJANI CLINIC,278
825,Dr. Haresh  Timbadia,Borivali West,Mumbai,Dermatologist,1200,95,42,Bienaura Clinic,78
826,Dr. Ajay Nimbalkar,Khar West,Mumbai,Dermatologist,1200,95,12,Dermavenue Advanced Skin And Hair Clinic,67
827,Dr. Vikas Halwai,Chinchpokli,Mumbai,Dermatologist,800,91,14,Derma Dent Aesthetic clinic,86
828,Dr. Raina Nahar,Andheri West,Mumbai,Dermatologist,1000,92,15,Kaizen Skin Clinic,154
829,Dr. Meghna Mour,Senapati Bapat Marg,Mumbai,Dermatologist,3000,94,24,SKUCCII,95
830,Dr. Priyanka S Jain,Sion,Mumbai,Dermatologist,1100,98,12,SKIN PRAXIS,99
831,Dr. Mohd Asif,Santacruz West,Mumbai,Dermatologist,1000,99,11,Cara Hair Transplant and Aesthetic Center,117
832,Dr. Vindhya Raparla,Juhu,Mumbai,Dermatologist,1250,100,9,Dr Sheth's Skin And Hair Clinic,64
833,Dr. Minal M Thamke Pawar,Mulund East,Mumbai,Dermatologist,800,99,17,Wellness Clinic,44
834,Dr. Rahul Shetty,Vileparle West,Mumbai,Dermatologist,1000,98,14,Dr. Rahul Shetty's Dermatology Centre,19
835,Dr. Pooja Chopra,Andheri West,Mumbai,Dermatologist,1500,97,16,The Skin Talk Clinic,64
836,Dr. Sujit Shanshanwal,Santacruz West,Mumbai,Dermatologist,1500,99,14,SkinAmour Clinic,794
837,Dr. Vaishali Kanthi,Bhandup West,Mumbai,Dermatologist,800,87,25,Luvayaa Skin Clinic,61
838,Dr. Surabhi Deshpande,Ghatkopar West,Mumbai,Dermatologist,1000,,6,Zynova Shalby Hospital,61
839,Dr. Geoffrey Vaz,Versova,Mumbai,Dermatologist,1000,95,11,Maven Esthetics,12
840,Dr. Pallavi Rathi,Andheri East,Mumbai,Dermatologist,1200,90,19,My Skin My Health,265
841,Dr. Jeetendra Khatuja,Andheri West,Mumbai,Dermatologist,1000,99,15,Aska Aesthetic Clinic,215
842,Dr. Sarika Holmukhe,Andheri West,Mumbai,Dermatologist,1000,95,18,Dr Skinn Clinic,113
843,Dr. Manisha Kshirsagar,Vikhroli East,Mumbai,Dermatologist,1000,91,19,Cosmo Derma Clinic,37
844,Dr. Shikha Shah,Andheri West,Mumbai,Dermatologist,1000,97,9,Tender Skin International,29
845,Dr. Malay Mehta,Vileparle West,Mumbai,Dermatologist,1000,97,12,Marvel Skin and Hair Clinic,83
846,Dr. Yogesh Kalyanpad,Santacruz West,Mumbai,Dermatologist,1500,100,13,SkinAmour Clinic,386
847,Dr. Zeenat Bhalwani,Andheri West,Mumbai,Dermatologist,1500,99,22,Dr Zeenats Skin Clinic,245
848,Dr. Siddhi Chavan,Bandra West,Mumbai,Dermatologist,1500,97,14,Dr Siddhi Chavan's Clinic,72
849,Dr. Aakanksha Gupta,Dadar West,Mumbai,Dermatologist,1000,100,4,Dr. Aakanksha Gupta Clinic,21
850,Dr. Bhushan S  Bawankar,Matunga West,Mumbai,Dermatologist,1200,96,13,Skin Town Clinic,135
851,Dr. Shruti Chavan,Andheri West,Mumbai,Dermatologist,1200,100,13,Youthville Clinic LLP,60
852,Dr. Vaidehi Saigaonkar Newaskar,Bandra West,Mumbai,Dermatologist,1500,100,13,Krasa Skin and Hair Clinic,110
853,Dr. Niketa Sonavane,Andheri West,Mumbai,Dermatologist,3000,93,18,Ambrosia Aesthetics,215
854,Dr. Nidhi Shah,Marine Lines,Mumbai,Dermatologist,1250,100,7,Dr.Sheth's Skin And Hair Clinic,55
855,Dr. Joshika Bhandary,Andheri West,Mumbai,Dermatologist,1200,100,12,Tvaksh Advanced Skin And Hair Clinic,1
856,Dr. Rucha Kagne,Mahim,Mumbai,Dermatologist,1500,99,22,Dr Rucha's ZENE Skin Hair Laser Clinic,42
857,Dr. Sonia Tekchandani,Andheri West,Mumbai,Dermatologist,2000,94,37,Tender Skin International,294
858,Dr. Sejal Saheta,Powai,Mumbai,Dermatologist,1000,95,19,Inurskn - Skin & Hair Clinic,293
859,Dr. Gayatri Bharadwaj,Mulund West,Mumbai,Dermatologist,1500,84,33,Dr. Gayatri's Skin Clinic,80
860,Dr. Suraj Shetty,Andheri West,Mumbai,Dermatologist,1200,99,14,Tvaksh Advanced Skin And Hair Clinic,68
861,Dr. Raashi Mehta,Peddar Road,Mumbai,Dermatologist,1500,95,13,Dr. Raashi Mehtas Skin Clinic,50
862,Dr. Nikita Jadhav,Lal baug,Mumbai,Dermatologist,1200,89,9,Advance Skin Health Clinic,15
863,Dr. Priyam Bhagat,Goregaon East,Mumbai,Dermatologist,1500,97,20,"Finesse Laser Skin clinic, Goregaon",160
864,Dr. Sadhana Deshmukh,Bandra West,Mumbai,Dermatologist,2000,97,20,Forever Yooung Skin Hair Body Aesthetics Clinic,140
865,Dr. Diksha Mali,Chira Bazaar,Mumbai,Dermatologist,1000,100,4,Keshao clinic Psycho-Derm Physician Care,1
866,Dr. Anuja Jadhav,Dadar,Mumbai,Dermatologist,900,98,6,Dermastudio Skincare And Aesthetic Clinic,34
867,Dr. Sunil Ghate,Chembur East,Mumbai,Dermatologist,1200,77,23,Sushrut Hospital and Research Center,12
868,Dr. Ujjvala Jadhav,Goregaon East,Mumbai,Dermatologist,1000,93,24,The Skin Clinic,114
869,Dr. Ismail Shaikh,Colaba,Mumbai,Dermatologist,1000,92,25,Dr Ismail Shaikh's Colaba Skin & Laser Clinic (Aesthederm),5
870,Dr. Manisha Jethava,Mulund West,Mumbai,Dermatologist,1000,91,9,Krishna Clinic - Skin and Neuro Care Center,7
871,Dr. Simple Aher,Andheri West,Mumbai,Dermatologist,2000,100,14,Skin Lounge,1
872,Dr. Shaurya Rohatgi,Andheri West,Mumbai,Dermatologist,1000,96,14,Dr Shaurya's Skin Clinic,177
873,Dr. Mansi Sanghvi,Powai,Mumbai,Dermatologist,1500,97,19,Dr. Mansi Sanghvi'S Skin360 - Skin & Hair Clinic,53
874,Dr. Anju Bijoy Methil,Andheri West,Mumbai,Dermatologist,1200,96,29,The Skin and Shape Clinic,146
875,Dr. Sanjay S Chopra,Parel,Mumbai,Dermatologist,1100,96,12,Skin-N-Smile,27
876,Dr. Vrushali Rane Khan,Santacruz West,Mumbai,Dermatologist,1200,100,20,Dr. Vrushali RaneKhan's Cosmetic Dermatology Clinic,35
877,Dr. D.G. Saple,Dadar,Mumbai,Dermatologist,2500,89,49,La'mer Clinic,66
878,Dr. Sharmila Nayak,Andheri West,Mumbai,Dermatologist,1500,97,25,The Skin 1st Clinic,72
879,Dr. Sana Bhamla,Mumbai Central,Mumbai,Dermatologist,1500,95,15,Dr. Sana Bhamla - Kyshha Skin And Hair Clinic,60
880,Dr. Kaleem Khan,Santacruz West,Mumbai,Dermatologist,1500,97,14,Surya Hospitals,5
881,Dr. Sushrut Save,Dadar,Mumbai,Dermatologist,1500,97,15,La'mer Clinic,11
882,Dr. Ashvith Shetty,Powai,Mumbai,Dermatologist,1500,98,15,Dr L H Hiranandani Hospital,35
883,Dr. Pradnya Manwatkar,Mahim,Mumbai,Dermatologist,2000,98,18,Skin Matra,220
884,Dr. Amit Gulati,Malad West,Mumbai,Dermatologist,750,99,16,Akira Skin And Hair Clinic,43
885,Dr. Saumya Shetty,Chembur East,Mumbai,Dermatologist,800,92,12,Roots Skin Hair and Laser Clinic,474
886,Dr. Deepam J. Shah,Opera House,Mumbai,Dermatologist,1500,96,13,Viva Aesthetic Clinic,255
887,Dr. Vibha Murarka,Girgaon,Mumbai,Dermatologist,1700,99,20,Believe - Health And Skin Clinic,145
888,Dr. Rajeev Dhir,Powai,Mumbai,Dermatologist,1500,82,42,Dr L H Hiranandani Hospital,13
889,Dr. Jolly Shah Kapadia,Mulund West,Mumbai,Dermatologist,1000,95,24,Dr Jolly's Skin Nurture Clinic,195
890,Dr. Sunita Naik,Powai,Mumbai,Dermatologist,500,94,26,Kaya Clinic,4
891,Dr. Pallavi Sule,Powai,Mumbai,Dermatologist,1000,92,13,Dr. Pallavi Sule's Skin Hair Aesthetics Clinic,80
892,Dr. Bindu Sthalekar,Khar West,Mumbai,Dermatologist,3000,96,35,Skin Smart Solutions,112
893,Dr. Prachi Saraogi,Malad East,Mumbai,Dermatologist,900,99,15,Saraogi Healthcare,189
894,Dr. Rasna Kapoor,Bandra West,Mumbai,Dermatologist,500,100,24,Kaya Clinic,4
895,Dr. Ganesh Avhad,Sion,Mumbai,Dermatologist,800,98,15,Skin & Hair World,69
896,Dr. Maxim Dmello,Borivali West,Mumbai,Dermatologist,850,97,36,Dr. Maxim Dmello's Clinic,38
897,Dr. Pratik Thacker,Borivali West,Mumbai,Dermatologist,1000,94,13,CODE by Dr. Pratik Thacker,33
898,Dr. Kinjal Rambhia Gulati,Malad West,Mumbai,Dermatologist,750,96,12,Akira Skin And Hair Clinic,20
899,Dr. Shubhangi Mahajan,Parel,Mumbai,Dermatologist,1000,99,13,Skin Omega Clinic,59
900,Dr. Priyal Gala,Matunga,Mumbai,Dermatologist,1200,97,14,Gala Skin & Hair Clinic,54
901,Dr. Radhika Kopikar,Vikhroli East,Mumbai,Dermatologist,1000,97,14,Kopikar Dermatology,162
902,Dr. Mithali Jage,Sion,Mumbai,Dermatologist,1000,98,9,SkinAmour Clinic,98
903,Dr. Meeth Atawane,Andheri East,Mumbai,Dermatologist,1000,100,13,Joven Skin | Hair | Laser Clinic,176
904,Dr. Priyanka Ghuge Avhad,Sion,Mumbai,Dermatologist,800,96,13,Skin & Hair World,43
905,Dr. Ami Dedhia,Khar West,Mumbai,Dermatologist,1000,100,13,Skin Smart Solutions,37
906,Dr. Apeksha Chaudhari,Marol,Mumbai,Dermatologist,800,98,9,Tirth Skin Galaxy,60
907,Dr. Meghana Toraskar,Sion West,Mumbai,Dermatologist,500,,26,Kaya Clinic,60
908,Dr. Shareefa Chause,Chembur,Mumbai,Dermatologist,1200,67,10,Apollo Spectra Hospitals,2
909,Dr. Saloni Vora,Juhu,Mumbai,Dermatologist,1250,93,9,Dr Sheth's Skin And Hair Clinic,91
910,Dr. Kirti Jangid Patil,Powai,Mumbai,Dermatologist,500,100,12,Kaya Clinic,3
911,Dr. Reshma Phulwar,Chembur,Mumbai,Dentist,500,96,27,32 Pearls Dental Clinic,366
912,Dr. Parag M. Khatri,Andheri East,Mumbai,Dentist,500,99,30,Dental Square,317
913,Dr. Manish S. Sonawane,Lokhandwala,Mumbai,Dentist,,98,18,Millennium Smile Dental Clinic,57
914,Dr. Manish Kachhara,Ghatkopar East,Mumbai,Dentist,500,99,21,Dental Solutions,221
915,Dr. Sanket Mehta,Matunga,Mumbai,Dentist,500,99,18,Smile Studio Dental Clinic,463
916,Dr. Rajesh Shetty,Bandra West,Mumbai,Dentist,1000,98,27,Dazzle Dental Clinic,207
917,Dr. Deepali Bhanushali,Ghatkopar,Mumbai,Dentist,500,98,16,Evershine Dental Clinic,82
918,Dr. Gautam Laud,Kemps Corner,Mumbai,Dentist,1000,98,25,Dazzle Dental,108
919,Dr. Manisha Mehta,Worli,Mumbai,Dentist,,98,17,Smile Studio Dental Clinic,624
920,Dr. Darshan Hiralal Vora,Mulund West,Mumbai,Dentist,500,99,25,Dr. Vora's Dental Care,324
921,Dr. Sheel Vora,Santacruz West,Mumbai,Dentist,500,98,18,Dr. Vora's Dental Care Center,34
922,Dr. Nikhil Surana,Kandivali East,Mumbai,Dentist,500,97,14,Bright 32 Dental Care & Orthodontic Centre,30
923,Dr. Amar Ravjiani,Ghatkopar East,Mumbai,Dentist,750,98,31,Jaws-N-Joints Dental Health And Wellness Centre,152
924,Dr. Shantanu Jambhekar,Parel,Mumbai,Dentist,500,99,16,Smilessence Center for Advanced Dentistry,97
925,Dr. Gautam Kikeri,Powai,Mumbai,Dentist,700,100,25,Dr L H Hiranandani Hospital,
926,Dr. Rajendra Sankpal,Powai,Mumbai,Dentist,600,95,31,Dr Sankpals Dental Center,116
927,Dr. Vaishali Prasad,Powai,Mumbai,Dentist,700,83,22,Dr L H Hiranandani Hospital,5
928,Dr. Kavin J. Shah,JB Nagar,Mumbai,Dentist,500,100,14,Smile Sensations Dental Clinic,55
929,Dr. Sandhya Biyani,Bandra West,Mumbai,Dentist,500,99,13,Divine Smiles Dental Care,186
930,Dr. Mukul Dabholkar,Bandra West,Mumbai,Dentist,500,100,43,International Centre For Dental Care,12
931,Dr. Ajay Thaker,Mulund West,Mumbai,Dentist,300,99,27,Dr. Ajay Thaker's Smiles Royale Dental Clinic,762
932,Dr. Priyanka Deshpande,Borivali West,Mumbai,Dentist,600,99,20,Vitalis Dental Care,88
933,Dr. Swapnil Shah,Powai,Mumbai,Dentist,500,98,34,Smilee Dental Care,145
934,Dr. Uday Tamhankar,Borivali West,Mumbai,Dentist,300,100,39,Ceramco Dental Clinic,273
935,Dr. Uday B Shetty,Dadar West,Mumbai,Dentist,500,98,38,Perfect smile clinic,189
936,Dr. Karanjit Singh Chaudhary,Kurla,Mumbai,Dentist,400,100,19,Envisage Speciality Dental Clinic,164
937,Dr. Abhishek Ramesh Chauhan,Ghatkopar West,Mumbai,Dentist,1000,94,15,Sharan Hospital,36
938,Dr. Ritu Sharma,Borivali East,Mumbai,Dentist,300,100,13,DENTISTIQ Family Care,56
939,Dr. Bhavna Dedhia,Ghatkopar East,Mumbai,Dentist,300,98,25,Dr. Bhavna Dedhia's Dental Clinic,52
940,Dr. Jayna Shah,Powai,Mumbai,Dentist,500,100,34,Smilee Dental Care,34
941,Dr. Suhas Lele,Prabhadevi,Mumbai,Dentist,1000,98,42,SmilesForever By Dr Suhas Lele,34
942,Dr. Shailesh Rojekar,Prabhadevi,Mumbai,Dentist,800,95,31,PruDental Clinic,71
943,Dr. Manish Purohit,Kandivali East,Mumbai,Dentist,100,98,13,Identity Dental Lounge,146
944,Dr. Zeel N. Mody,Ghatkopar West,Mumbai,Dentist,300,100,13,ZeNil - Aesthetic and Dental Studio,47
945,Dr. Aditi Gaur,Mulund West,Mumbai,Dentist,300,100,12,The Braces Clinic,12
946,Dr. Hetal Chheda,Borivali West,Mumbai,Dentist,400,98,16,Smile Gallery Dental Clinic,51
947,Dr. Burzin Khan,Fort,Mumbai,Dentist,1000,99,36,Opus Dental Specialities,148
948,Dr. Sandesh S Kumar,Mulund West,Mumbai,Dentist,500,98,22,Smile Care & Implant Centre,22
949,Dr. Rikin Gogri,Goregaon West,Mumbai,Dentist,400,98,22,Aurous Dental Clinic,256
